STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,ord_brth,Birth order,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AL,Albania,2018,,2149,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AL,Albania,2019,,1981,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AL,Albania,2020,,1945,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AL,Albania,2021,,1966,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AL,Albania,2022,,1679,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AL,Albania,2023,,1479,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AM,Armenia,2014,,3215,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AM,Armenia,2015,,3156,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AM,Armenia,2016,,3313,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AM,Armenia,2017,,3202,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AM,Armenia,2018,,2833,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AM,Armenia,2019,,2670,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AT,Austria,2014,,4379,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AT,Austria,2015,,4585,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AT,Austria,2016,,4698,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AT,Austria,2017,,4773,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AT,Austria,2018,,4605,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AT,Austria,2019,,4425,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AT,Austria,2020,,4259,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AT,Austria,2021,,4236,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AT,Austria,2022,,3964,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AT,Austria,2023,,3683,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AZ,Azerbaijan,2014,,11656,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AZ,Azerbaijan,2015,,11489,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AZ,Azerbaijan,2016,,11037,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AZ,Azerbaijan,2017,,10438,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AZ,Azerbaijan,2018,,10153,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,AZ,Azerbaijan,2019,,9812,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BE,Belgium,2014,,7563,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BE,Belgium,2015,,7153,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BE,Belgium,2016,,7188,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BE,Belgium,2017,,6853,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BE,Belgium,2018,,6486,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BE,Belgium,2019,,6213,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BE,Belgium,2020,,5911,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BE,Belgium,2021,,5803,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BE,Belgium,2022,,5382,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BE,Belgium,2023,,5318,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BG,Bulgaria,2014,,4176,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BG,Bulgaria,2015,,4175,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BG,Bulgaria,2016,,4059,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BG,Bulgaria,2017,,3707,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BG,Bulgaria,2018,,3527,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BG,Bulgaria,2019,,3347,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BG,Bulgaria,2020,,3079,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BG,Bulgaria,2021,,2979,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BG,Bulgaria,2022,,2816,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BG,Bulgaria,2023,,2724,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BY,Belarus,2014,,9204,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BY,Belarus,2015,,8929,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BY,Belarus,2016,,8368,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BY,Belarus,2017,,7059,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,BY,Belarus,2018,,6058,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CH,Switzerland,2014,,3537,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CH,Switzerland,2015,,3661,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CH,Switzerland,2016,,3635,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CH,Switzerland,2017,,3596,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CH,Switzerland,2018,,3451,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CH,Switzerland,2019,,3292,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CH,Switzerland,2020,,3168,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CH,Switzerland,2021,,3096,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CH,Switzerland,2022,,2999,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CH,Switzerland,2023,,2744,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CY,Cyprus,2014,,518,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CY,Cyprus,2015,,448,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CY,Cyprus,2016,,399,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CY,Cyprus,2017,,398,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CY,Cyprus,2018,,398,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CY,Cyprus,2019,,381,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CY,Cyprus,2020,,416,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CY,Cyprus,2021,,368,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CY,Cyprus,2022,,415,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CY,Cyprus,2023,,436,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CZ,Czechia,2014,,5429,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CZ,Czechia,2015,,5684,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CZ,Czechia,2016,,5580,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CZ,Czechia,2017,,6218,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CZ,Czechia,2018,,5876,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CZ,Czechia,2019,,6054,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CZ,Czechia,2020,,5775,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CZ,Czechia,2021,,5279,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CZ,Czechia,2022,,4768,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,CZ,Czechia,2023,,4389,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE,Germany,2014,,36301,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE,Germany,2015,,37123,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE,Germany,2016,,39605,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE,Germany,2017,,37595,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE,Germany,2018,,34193,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE,Germany,2019,,32653,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE,Germany,2020,,31721,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE,Germany,2021,,31626,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE,Germany,2022,,30675,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE,Germany,2023,,29487,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE_TOT,Germany including former GDR,2014,,36301,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE_TOT,Germany including former GDR,2015,,37123,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE_TOT,Germany including former GDR,2016,,39605,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE_TOT,Germany including former GDR,2017,,37595,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE_TOT,Germany including former GDR,2018,,34193,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE_TOT,Germany including former GDR,2019,,32653,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE_TOT,Germany including former GDR,2020,,31721,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE_TOT,Germany including former GDR,2021,,31626,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE_TOT,Germany including former GDR,2022,,30675,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DE_TOT,Germany including former GDR,2023,,29487,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DK,Denmark,2014,,3308,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DK,Denmark,2015,,3395,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DK,Denmark,2016,,3644,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DK,Denmark,2017,,3735,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DK,Denmark,2018,,3632,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DK,Denmark,2019,,3666,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DK,Denmark,2020,,3524,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DK,Denmark,2021,,3569,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DK,Denmark,2022,,3055,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,DK,Denmark,2023,,2852,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2014,,158101,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2015,,154282,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2016,,154432,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2017,,147519,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2018,,139263,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2019,,133124,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2020,,127093,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2021,,124263,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2022,,120899,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2023,,115746,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2014,,160319,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2015,,156277,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2016,,156267,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2017,,149337,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2018,,141074,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2019,,134862,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2020,,128804,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2021,,126020,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2022,,122588,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y26,26 years,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2023,,117410,,,,,
